arquivo,kurtosis,skewness,GCF,eme,smn,before_entropy_raw,non_zeros,agrupamentos,comp_maior,comp_menor,max_maior,max_menor,before_mean,before_median,before_max,before_std,before_var,before_entropy,before_inertia,before_energy,before_correlation,before_homogeneity,before_fft_energy,before_fft_entropy,before_fft_inertia,before_fft_homogeneity,h_mean,h_var,h_std,r_mean,r_var,r_std,g_mean,g_var,g_std,b_mean,b_var,b_std,s_mean,s_var,s_std,v_mean,v_var,v_std,class_limiar,class_kmeans,class_svm
21JAO MIE MI 16-04-12.tif.png,8.479167,2.327138,3.394904,9.524157,0.043578,7.018761,248,3,238,1,26,243,0.003906,0.003217,26,0.005103,0.000026,0.652014,25.736619,0.000828,0.99449,0.359597,0.736273,-0.082812,-2.119825,0.001671,0.835007,0.010521,0.10257,80.482053,2064.432204,45.436023,61.062037,2333.865657,48.310099,79.953105,3458.630541,58.810123,0.352452,0.02854,0.168938,0.340484,0.046245,0.215046,AD,NAD,AD
22.1ACA MIE L 11-06-12.tif.png,3.704121,1.360487,1.922083,4.732675,0.140166,6.516657,185,9,163,1,85,14,0.003906,0.000117,85,0.005815,0.000034,0.462647,19.733863,0.000908,0.983834,0.359589,0.95775,-0.064651,-1.139053,0.00151,0.86686,0.003022,0.054972,117.096129,628.647859,25.072851,92.567036,615.685822,24.813017,110.849183,684.463121,26.162246,0.224258,0.007513,0.086675,0.462877,0.009302,0.096445,NAD,NAD,NAD
22ACA MIE L 11-06-12.tif.png,3.749118,1.369704,2.292374,4.745779,0.173217,6.518628,186,10,163,1,85,14,0.003906,0.000135,85,0.005818,0.000034,0.462793,19.680252,0.000909,0.984438,0.360336,0.957705,-0.063704,-0.840058,0.0015,0.865637,0.003906,0.0625,117.075236,650.360577,25.502168,92.694908,639.306683,25.284515,110.895505,702.008213,26.495438,0.223262,0.007511,0.086667,0.462918,0.009605,0.098005,NAD,NAD,NAD
22JAO MID M 09-04-12.tif.png,2.712908,0.875185,3.246854,8.680515,0.236074,7.039056,230,12,212,1,140,10,0.003906,0.003741,140,0.004286,0.000018,0.676207,41.024639,0.00057,0.988914,0.340365,0.872493,-0.080803,-8.502172,0.001665,0.831864,0.007522,0.086728,111.356673,1629.673705,40.369217,90.29125,1890.149296,43.475847,110.267816,2662.661806,51.600986,0.253894,0.02512,0.158491,0.458246,0.031688,0.178011,AD,NAD,NAD
22JAO MIE MI 23-04-12.tif.png,1.806126,0.609925,2.963645,7.913242,0.347627,6.934944,233,5,221,2,97,254,0.003906,0.000972,97,0.004444,0.00002,0.838167,66.023362,0.000556,0.965693,0.333283,0.962847,-0.095377,-5.346282,0.001656,0.888162,0.003728,0.061056,126.101784,671.791949,25.91895,83.489146,1075.495229,32.794744,108.919567,1558.210891,39.47418,0.368594,0.024338,0.156005,0.499602,0.011742,0.108361,AD,AD,AD
23.1ACA MIE L 18-06-12.tif.png,2.874415,1.016144,2.633788,6.466067,0.265498,6.899034,229,10,204,1,70,14,0.003906,0.001525,70,0.004729,0.000022,0.593355,39.054985,0.00062,0.983588,0.335798,0.911787,-0.078541,0.588918,0.002196,0.884834,0.017243,0.131312,116.927537,1168.652775,34.185564,90.574416,1198.897316,34.625097,103.920642,1439.57168,37.941688,0.246209,0.015505,0.124519,0.460091,0.017854,0.13362,NAD,NAD,NAD
23ACA MIE L 18-06-12.tif.png,3.249928,1.109618,2.683717,6.563542,0.264998,6.894845,229,10,204,1,70,14,0.003906,0.001517,70,0.004775,0.000023,0.593316,40.093726,0.000616,0.982226,0.333282,0.915847,-0.080042,-0.026757,0.002307,0.883856,0.01802,0.134238,114.800423,1115.30981,33.396254,88.327666,1131.916871,33.643972,101.701914,1388.084709,37.257009,0.250678,0.015562,0.124749,0.451796,0.017057,0.130602,NAD,NAD,NAD
23JAO MID M 16-04-12.tif.png,1.85101,0.468572,3.292029,7.728674,0.233486,7.144286,241,3,221,1,144,13,0.003906,0.003568,144,0.003862,0.000015,0.638137,34.493521,0.000541,0.990988,0.354817,0.909129,-0.068962,-5.884283,0.001692,0.831352,0.00899,0.094816,116.276668,1410.149872,37.551962,93.696056,2150.417476,46.372594,112.044098,2729.038048,52.240196,0.264143,0.042763,0.206792,0.477853,0.028229,0.168016,AD,NAD,AD
23JAO MIE MI 30-04-12.tif.png,1.352549,0.066861,3.033595,6.414854,0.159246,7.20445,238,9,212,1,43,222,0.003906,0.004575,43,0.003549,0.000013,0.595514,22.655123,0.000499,0.993367,0.355857,0.928203,-0.066137,-2.770094,0.001396,0.907503,0.014163,0.119008,122.486609,1307.770783,36.163114,81.905066,1865.34,43.189582,98.643359,2383.355788,48.819625,0.376484,0.040715,0.201778,0.4814,0.02061,0.143563,AD,NAD,AD
24 ACA MIE L 25-06-12.tif.png,1.441679,0.332064,2.527813,5.035775,0.14462,7.067424,229,11,211,1,152,8,0.003906,0.002666,152,0.003987,0.000016,0.524812,18.770698,0.000619,0.993065,0.372749,0.902193,-0.062617,0.518616,0.001695,0.894249,0.018328,0.13538,118.316817,1266.907721,35.593647,88.894871,1381.935281,37.17439,102.507724,1731.529827,41.611655,0.272127,0.016614,0.128896,0.465057,0.019839,0.140851,NAD,NAD,NAD
24.1 ACA MIE L 25-06-12.tif.png,1.451035,0.341624,2.796593,5.035284,0.14762,7.063792,230,12,211,1,149,8,0.003906,0.002499,149,0.004002,0.000016,0.531754,40.102551,0.000619,0.985047,0.37163,0.904368,-0.063019,-0.628197,0.001586,0.894121,0.017829,0.133527,118.743142,1253.280315,35.401699,89.902302,1383.931431,37.201229,103.365098,1710.801572,41.361837,0.266179,0.016465,0.128316,0.466741,0.019629,0.140103,NAD,NAD,NAD
24JAO MID M 23-04-12.tif.png,1.854346,0.605414,3.035834,7.443103,0.157508,6.934983,198,11,174,1,122,210,0.003906,0.001266,122,0.004397,0.000019,0.550676,25.154975,0.000595,0.989853,0.347309,0.917856,-0.072245,-5.434914,0.001637,0.875171,0.004656,0.068234,109.25727,1009.895655,31.778855,79.245084,1316.912624,36.289291,99.290569,1854.345486,43.062112,0.319429,0.029946,0.17305,0.437149,0.017785,0.133359,AD,NAD,AD
24JAO MIE MI 07-05-12.tif.png,2.305833,0.574197,3.280922,6.78713,0.277195,7.283474,245,1,245,245,65,65,0.003906,0.003613,65,0.003595,0.000013,0.718921,30.429562,0.00048,0.99291,0.348308,0.894398,-0.065745,-2.828238,0.001443,0.848323,0.029733,0.172432,124.089621,1504.903851,38.79309,94.945965,2447.296563,49.470158,111.283695,3021.587274,54.968966,0.294858,0.033157,0.182092,0.501937,0.030782,0.175448,X,NAD,X
25JAO MID 30-04-12.tif.png,2.791488,0.755945,3.219656,7.729743,0.27895,7.111164,246,1,246,246,144,144,0.003906,0.004313,144,0.00403,0.000016,0.767676,42.971544,0.000534,0.988161,0.343358,0.916585,-0.075861,-4.671483,0.001405,0.876396,0.008362,0.091445,119.705626,1238.95709,35.198822,89.662233,2101.242278,45.839309,106.679751,2401.136973,49.001398,0.310698,0.050956,0.225734,0.476197,0.020989,0.144875,AD,NAD,AD
25JAO MIE MI 14-05-12.tif.png,2.489026,0.738483,3.046636,5.883365,0.167888,7.073931,248,1,248,248,57,57,0.003906,0.003045,57,0.004162,0.000017,0.610588,25.571844,0.000603,0.991596,0.361372,0.896789,-0.065368,-2.886327,0.00175,0.842449,0.023167,0.152207,109.43701,1314.041622,36.249712,88.07134,1607.56883,40.094499,101.246516,2139.874376,46.258776,0.232531,0.022732,0.150773,0.440656,0.024633,0.156949,AD,NAD,NAD
26JAO MID 07-05-12.tif.png,2.681044,0.796665,3.581053,7.638986,0.275305,7.119461,218,12,190,1,136,223,0.003906,0.003441,136,0.004051,0.000016,0.55093,28.483291,0.000529,0.991775,0.345817,0.91307,-0.064251,-3.997676,0.002096,0.836747,0.013693,0.117016,114.197806,1189.492768,34.489024,96.092892,2005.9869,44.788245,109.267022,2292.664126,47.881772,0.227626,0.044094,0.209986,0.464171,0.023189,0.152281,AD,NAD,AD
26JAO MIE MI 21-05-12.tif.png,3.195083,1.004937,3.821422,6.766211,0.178222,7.195609,241,1,241,241,60,60,0.003906,0.003975,60,0.003984,0.000016,0.576553,29.404238,0.000529,0.992619,0.342417,0.861797,-0.06035,-1.493394,0.002266,0.809116,0.016923,0.130088,102.239341,1548.559154,39.351736,85.744717,2124.273984,46.089847,103.86218,2873.992679,53.609632,0.250079,0.01658,0.128762,0.431331,0.037152,0.19275,AD,NAD,NAD
27 JAO MIE MI 28-05-12.tif.png,3.37077,1.019997,3.393195,7.735471,0.250017,7.096691,245,1,245,245,53,53,0.003906,0.002837,53,0.004238,0.000018,0.824241,61.532501,0.000559,0.981192,0.342218,0.886448,-0.087816,-4.622915,0.001645,0.787718,0.027599,0.16613,102.329671,1216.727564,34.881622,86.615536,1860.250313,43.130619,99.218461,2297.157448,47.92867,0.227722,0.034545,0.185864,0.426596,0.025877,0.160863,AD,NAD,NAD
27JAO MID 14-05-12.tif.png,1.568103,0.311134,3.763249,7.910711,0.335078,7.217761,241,1,241,241,153,153,0.003906,0.003397,153,0.003653,0.000013,0.655251,38.534063,0.000445,0.990804,0.333412,0.905455,-0.069401,-5.223375,0.001883,0.772696,0.022985,0.151609,112.58308,1362.287071,36.909173,101.214818,2446.8725,49.465872,115.648424,2954.410064,54.354485,0.223473,0.037927,0.194749,0.481785,0.033006,0.181675,AD,NAD,AD
28JAO MID 21-05-12.tif.png,2.659429,0.957717,3.108819,6.8626,0.148953,6.893102,183,6,175,1,124,195,0.003906,0.001443,124,0.004697,0.000022,0.474888,20.446945,0.000687,0.992286,0.357793,0.90298,-0.062655,-4.658502,0.001787,0.781327,0.017915,0.133848,97.250675,945.495801,30.748915,87.157273,1507.695603,38.829056,99.668088,1821.302084,42.676716,0.204155,0.026668,0.163302,0.411009,0.02142,0.146357,AD,NAD,X
28JAO MIE MI 04-06-12.tif.png,2.491408,0.739968,3.647691,8.267228,0.262739,7.180222,248,1,248,248,57,57,0.003906,0.003302,57,0.003936,0.000015,0.843217,56.117175,0.000514,0.983164,0.343594,0.891635,-0.090135,-5.783229,0.001602,0.797305,0.071999,0.268326,106.342049,1167.871325,34.174132,82.605519,1942.902364,44.078366,92.051075,2459.41797,49.592519,0.282905,0.040793,0.201974,0.432215,0.02449,0.156493,AD,NAD,NAD
29JAO MID 28-05-12.tif.png,1.186497,0.136994,3.575919,8.754757,0.324312,7.150676,242,1,242,242,57,57,0.003906,0.00284,57,0.003751,0.000014,0.780284,73.315521,0.000482,0.973635,0.340394,0.957558,-0.08774,-6.625266,0.002057,0.790923,0.014819,0.121732,106.473051,1114.690962,33.386988,92.097423,1549.877393,39.368482,105.217924,1919.349541,43.810382,0.201699,0.036148,0.190126,0.441066,0.021023,0.144993,AD,NAD,AD
29JAO MIE MI 11-06-12.tif.png,2.745205,1.051984,2.949799,5.43587,0.117798,6.712032,234,2,216,18,96,255,0.003906,0.000267,96,0.005186,0.000027,0.494277,18.149947,0.0008,0.986963,0.365985,0.964636,-0.057173,-2.713789,0.001896,0.821664,0.016706,0.129251,103.524338,391.215047,19.779157,83.157741,854.933169,29.23924,99.176599,1120.083545,33.467649,0.247535,0.026507,0.162808,0.422636,0.008882,0.094243,AD,AD,NAD
2EGS  MID UG 24-04-12.tif.png,2.673473,1.062082,2.650673,6.070075,0.139781,6.658767,204,9,181,1,89,7,0.003906,0.000279,89,0.00532,0.000028,0.513888,24.320901,0.000725,0.980202,0.341122,0.951382,-0.074776,-5.007004,0.001517,0.874936,0.00312,0.055857,108.697743,570.719323,23.889733,76.56288,661.39072,25.717518,98.11457,892.314492,29.871634,0.314131,0.015865,0.125956,0.431793,0.009789,0.098939,AD,NAD,AD
2ISP 16-04-12.tif.png,1.553125,0.438269,2.584866,4.734762,0.154403,6.965323,175,7,167,1,120,16,0.003906,0.00143,120,0.004248,0.000018,0.442086,18.079037,0.000618,0.991528,0.36125,0.944926,-0.059226,-0.422546,0.001643,0.732351,0.104653,0.323501,112.323797,1168.530994,34.183783,97.55043,995.170958,31.54633,107.908781,1417.146809,37.64501,0.145152,0.005012,0.070793,0.446688,0.019865,0.140943,NAD,NAD,NAD
2JAO MID M 30-08-11.tif.png,1.38643,0.240291,3.682243,6.150936,0.640009,7.335019,242,1,242,242,101,101,0.003906,0.003034,101,0.003448,0.000012,0.94578,55.287812,0.000718,0.983208,0.442389,0.958473,-0.055562,-21.924809,0.000951,0.162256,0.097444,0.312161,148.909735,1297.059609,36.014714,106.574661,2044.817259,45.219656,97.640896,2061.34131,45.401997,0.365864,0.039428,0.198565,0.584034,0.019988,0.14138,NAD,NAD,NAD
2JAO MIE MI 30-08-11.tif.png,2.384218,0.926133,2.465776,2.971411,0.138484,7.338701,247,1,247,247,134,134,0.003906,0.001893,134,0.003828,0.000015,0.663013,12.2488,0.001137,0.99658,0.514065,0.958765,-0.03327,-10.524166,0.000862,0.05676,0.006717,0.081957,167.869784,1685.040022,41.049239,128.655815,1871.180324,43.257142,112.407931,2076.492288,45.568545,0.354931,0.016259,0.12751,0.658319,0.025917,0.160989,NAD,NAD,NAD
3.1EGS MID  UG 02-05-12.tif.png,3.164686,1.126318,2.554917,5.890316,0.244944,7.029505,239,2,238,1,83,15,0.003906,0.002385,83,0.004527,0.00002,0.667073,27.020133,0.000593,0.989669,0.337074,0.914551,-0.07645,-4.689281,0.001333,0.894487,0.001867,0.043212,119.042365,1237.543614,35.178738,85.02073,1331.01263,36.483046,104.96907,1650.161881,40.622185,0.308211,0.013148,0.114664,0.468807,0.020013,0.141468,NAD,NAD,NAD
3.1JAO MID M 06-09-11.tif.png,1.537239,0.113044,3.401337,5.618058,0.37414,7.464808,246,1,246,246,143,143,0.003906,0.004015,143,0.003045,0.000009,0.882318,23.947329,0.000745,0.994151,0.472649,0.935793,-0.046968,-18.444643,0.000798,0.251006,0.149674,0.386877,154.871476,1837.860183,42.870272,112.728244,2472.613873,49.725385,106.627214,2433.527172,49.330793,0.339029,0.041795,0.204439,0.607435,0.028296,0.168215,NAD,NAD,NAD
3.1JAO MIE MI 06-09-11.tif.png,2.696911,0.988595,2.516397,3.538268,0.216712,7.325901,237,1,237,237,153,153,0.003906,0.002245,153,0.003819,0.000015,0.749125,27.681458,0.00095,0.992277,0.469727,0.966882,-0.047848,-9.262584,0.000874,0.122457,0.065059,0.255066,167.16332,1649.396831,40.612767,133.748011,1864.385283,43.178528,122.830465,2207.466488,46.983683,0.291581,0.016746,0.129406,0.655614,0.0254,0.159375,NAD,NAD,NAD
30 JAO MIE MI 25-06-12.tif.png,1.51025,0.479721,3.131854,5.880249,0.19916,6.991405,235,5,220,1,102,244,0.003906,0.001257,102,0.00427,0.000018,0.522199,23.302791,0.000584,0.988712,0.349832,0.939358,-0.064951,-1.135871,0.001866,0.851871,0.034925,0.186882,117.528655,755.980988,27.495108,90.293225,1163.257613,34.106563,103.80556,1530.612565,39.123044,0.261714,0.027177,0.164853,0.464281,0.012539,0.111975,AD,AD,NAD
30JAO MID 04-06-12.tif.png,1.829653,0.398928,3.134625,7.447713,0.227321,7.181032,244,1,244,244,144,144,0.003906,0.004622,144,0.003759,0.000014,0.804905,43.160234,0.000517,0.98843,0.350914,0.918131,-0.080508,-6.352697,0.001397,0.771845,0.046274,0.215114,108.882928,1185.493508,34.430996,91.855485,2219.753437,47.114259,104.851239,2676.087217,51.730912,0.246204,0.05208,0.22821,0.45263,0.026224,0.161938,AD,NAD,AD
31JAO MID 11-06-12.tif.png,1.259396,0.211754,3.565153,8.46075,0.195427,7.100278,241,6,202,1,103,239,0.003906,0.002462,103,0.003875,0.000015,0.614918,43.348387,0.000503,0.983014,0.343836,0.917986,-0.084576,-3.264447,0.002241,0.816653,0.006998,0.083655,101.111843,1128.804233,33.597682,82.666529,1335.210766,36.540536,100.633869,1753.290173,41.872308,0.241229,0.027282,0.165173,0.416036,0.021635,0.147088,AD,NAD,AD
32JAO MID 25-06-12.tif.png,2.358968,0.6967,3.317186,7.850073,0.221311,7.05157,239,8,209,1,130,220,0.003906,0.003414,130,0.004165,0.000017,0.58075,27.640201,0.000539,0.990757,0.341907,0.893559,-0.073335,-7.905965,0.001532,0.799037,0.024227,0.15565,103.479488,1061.572105,32.581776,90.964024,1707.897431,41.326716,102.23748,1931.904742,43.953438,0.208748,0.034602,0.186017,0.426912,0.021397,0.146278,AD,NAD,AD
3EGS MID  UG 02-05-12.tif.png,3.089637,1.098536,2.561233,5.905896,0.245703,7.044458,239,2,238,1,83,15,0.003906,0.002458,83,0.004477,0.00002,0.671508,27.300708,0.000583,0.989777,0.336178,0.91172,-0.076846,-5.02946,0.001314,0.894137,0.001934,0.043977,118.970206,1261.703507,35.520466,85.054591,1358.55734,36.858613,105.005261,1684.026526,41.036892,0.308265,0.013106,0.114481,0.468636,0.020436,0.142954,NAD,NAD,NAD
3ISP 23-04-12.tif.png,2.147337,0.943907,2.495917,4.52954,0.07702,6.504643,145,3,140,2,97,157,0.003906,0.000025,97,0.005565,0.000031,0.315076,15.846187,0.000882,0.985386,0.364596,0.963689,-0.060352,-0.975976,0.002391,0.953503,0.004816,0.069401,117.542983,811.038557,28.478739,74.171011,426.942453,20.662586,86.042781,699.521585,26.44847,0.371968,0.003611,0.060091,0.460953,0.012473,0.111681,NAD,NAD,NAD
3JAO MID M 06-09-11.tif.png,1.48952,0.060569,3.510001,5.630854,0.410947,7.476605,246,1,246,246,142,142,0.003906,0.004081,142,0.002997,0.000009,0.886163,26.44863,0.000696,0.993585,0.458754,0.935101,-0.049201,-15.558371,0.000846,0.268628,0.158673,0.398338,156.090579,1794.654761,42.363366,111.849759,2534.420435,50.343028,105.964168,2475.415355,49.753546,0.349484,0.043939,0.209616,0.612233,0.027637,0.166244,NAD,NAD,X
3JAO MIE MI 06-09-11.tif.png,2.694824,0.993097,2.640184,3.5384,0.220502,7.313686,237,1,237,237,153,153,0.003906,0.002187,153,0.003857,0.000015,0.757991,34.948391,0.000946,0.990048,0.467102,0.966344,-0.048656,-10.651525,0.000863,0.121885,0.06418,0.253337,167.439687,1601.718549,40.021476,134.093742,1834.901384,42.835749,122.976025,2182.849162,46.720971,0.29156,0.016781,0.12954,0.656698,0.024667,0.157058,NAD,NAD,NAD
4.1EGS MID UG 08-05-12.tif.png,2.377176,0.878111,2.330126,5.27709,0.188042,6.796851,230,1,230,230,75,75,0.003906,0.000462,75,0.004879,0.000024,0.533978,21.504046,0.000673,0.987506,0.348376,0.93603,-0.067393,-2.180598,0.001357,0.83444,0.006139,0.078352,111.913128,894.818468,29.913516,89.30803,898.423037,29.973706,107.336129,1122.558386,33.504602,0.224201,0.016042,0.126658,0.449319,0.014581,0.12075,AD,NAD,AD
4.1JAO MID M 13-09-11.tif.png,1.185812,0.159799,3.356227,4.648484,0.143231,7.090587,215,10,185,1,65,223,0.003906,0.002732,65,0.003856,0.000015,0.445359,4.967932,0.001243,0.998046,0.553142,0.923914,-0.031122,-9.663037,0.000878,0.587,0.162077,0.402588,109.801124,884.083464,29.733541,91.295142,1523.680244,39.034347,94.024582,1692.206683,41.13644,0.218916,0.041591,0.203939,0.435699,0.014718,0.121316,NAD,NAD,X
4.1JAO MIE M 13-09-11.tif.png,1.759247,0.468363,2.50005,6.124424,0.07954,7.177614,254,1,254,254,55,55,0.003906,0.002406,55,0.003862,0.000015,0.64056,13.431719,0.000752,0.995371,0.416947,0.852397,-0.060585,-12.605924,0.000885,0.165288,0.089297,0.298825,92.243598,1301.565613,36.077217,76.630373,1536.944079,39.203878,72.181364,1604.631688,40.057854,0.270039,0.022699,0.150662,0.362491,0.020491,0.143146,NAD,NAD,NAD
4EGS MID UG 08-05-12.tif.png,2.322991,0.855439,2.336487,5.200588,0.175194,6.801766,230,1,230,230,75,75,0.003906,0.000445,75,0.004856,0.000024,0.530267,21.240958,0.000674,0.98772,0.349645,0.936869,-0.066607,-1.438362,0.001383,0.834073,0.006257,0.079104,113.013976,886.597938,29.775795,90.145289,910.766844,30.178914,108.363585,1130.854501,33.62818,0.225659,0.016409,0.128098,0.453951,0.014438,0.120159,AD,NAD,AD
4ISP 30-04-12.tif.png,2.680768,0.998504,2.428973,5.34149,0.167091,7.076597,246,1,246,246,91,91,0.003906,0.002098,91,0.004414,0.000019,0.634866,24.28856,0.000603,0.990644,0.343428,0.9121,-0.072374,0.746335,0.001657,0.931022,0.012685,0.112626,126.957576,1425.988008,37.762256,84.304839,1245.414489,35.290431,98.956185,1694.722904,41.167012,0.348599,0.010386,0.101913,0.498211,0.022156,0.148848,NAD,NAD,NAD
4JAO MID M 13-09-11.tif.png,1.200353,0.187665,3.481954,4.77909,0.150599,7.080544,215,9,197,1,65,212,0.003906,0.002521,65,0.003893,0.000015,0.456312,5.791939,0.001214,0.997675,0.543892,0.924436,-0.035284,-10.481561,0.000894,0.591351,0.160549,0.400685,110.558827,835.454379,28.904228,91.932318,1510.762894,38.868533,94.682271,1673.632385,40.910052,0.219465,0.042357,0.205807,0.438765,0.013973,0.118209,NAD,NAD,X
4JAO MIE M 13-09-11.tif.png,1.7221,0.466165,2.505942,6.040675,0.074245,7.169244,254,1,254,254,55,55,0.003906,0.002292,55,0.003884,0.000015,0.645086,13.598172,0.000745,0.995205,0.414727,0.856922,-0.061238,-15.572307,0.000849,0.157555,0.082489,0.287209,91.543719,1284.996214,35.846844,76.106265,1495.653636,38.673681,71.25643,1566.014167,39.572897,0.273349,0.022531,0.150103,0.359705,0.020203,0.142137,NAD,NAD,NAD
5 EGS MID UG 15-05-12.tif.png,1.620124,0.552987,2.348658,5.625853,0.174843,6.916714,240,5,218,1,99,9,0.003906,0.000979,99,0.004445,0.00002,0.592607,26.772107,0.000607,0.986497,0.351232,0.916926,-0.073991,-4.093336,0.001432,0.812172,0.036798,0.191828,108.199212,1009.551187,31.773435,88.796471,984.309155,31.373702,104.204712,1352.638703,36.778237,0.204781,0.009678,0.098376,0.435445,0.018128,0.13464,NAD,NAD,NAD
5.1JAO MID M 20-09-11.tif.png,1.793219,0.462781,3.263059,4.645661,0.342638,7.344153,234,1,234,234,163,163,0.003906,0.003269,163,0.0035,0.000012,0.858796,34.913387,0.000756,0.989341,0.44849,0.961405,-0.046658,-13.019456,0.000876,0.300644,0.161798,0.402241,165.340557,1166.63774,34.156079,130.334504,2155.637547,46.428844,125.530246,2212.606081,47.038347,0.259318,0.03716,0.192769,0.649204,0.018196,0.134893,NAD,NAD,X
5.1JAO MIE MI 20-09-11.tif.png,3.342412,1.230352,2.236547,1.843102,0.057543,7.164587,238,1,238,238,153,153,0.003906,0.001613,153,0.004413,0.000019,0.582035,6.251766,0.001743,0.997902,0.573057,0.971999,-0.02441,-6.294053,0.000858,0.094298,0.048644,0.220555,170.176221,1345.61701,36.682653,129.932609,1584.065507,39.80032,118.338915,1849.672376,43.007818,0.325544,0.015998,0.126484,0.667382,0.020705,0.143892,NAD,NAD,NAD
5ISP 07-05-12.tif.png,2.219191,0.712154,2.617873,7.024155,0.077759,6.866535,177,10,166,1,38,4,0.003906,0.000656,38,0.004594,0.000021,0.467417,23.262562,0.000633,0.988905,0.344864,0.875012,-0.079928,1.182456,0.002074,0.833672,0.035495,0.188401,86.88957,1196.659307,34.592764,72.213658,930.694664,30.507289,84.513834,1485.252376,38.538972,0.182534,0.005346,0.073117,0.348841,0.021263,0.145818,NAD,NAD,NAD
5JAO MID M 20-09-11.tif.png,1.859787,0.464105,3.252571,4.563135,0.33444,7.363938,234,1,234,234,163,163,0.003906,0.003343,163,0.003444,0.000012,0.857314,34.276867,0.000781,0.989932,0.455051,0.962978,-0.045444,-11.168249,0.000922,0.321725,0.171514,0.414143,167.699188,1153.323484,33.960617,131.01178,2268.610182,47.629929,126.729012,2322.179002,48.188993,0.264512,0.039297,0.198235,0.658484,0.01799,0.134128,NAD,NAD,X
5JAO MIE MI 20-09-11.tif.png,2.901554,1.079227,2.271373,1.848615,0.06956,7.190386,236,1,236,236,153,153,0.003906,0.001633,153,0.004258,0.000018,0.636104,8.607753,0.001644,0.997154,0.566587,0.970727,-0.02664,-5.871141,0.000876,0.096857,0.051681,0.227336,169.987451,1338.695987,36.588195,130.053228,1617.965024,40.223936,119.178194,1914.248904,43.75213,0.320242,0.016777,0.129527,0.666649,0.020601,0.143532,NAD,NAD,NAD
6 EGS MID UG 22-05-12.tif.png,3.200785,1.177193,2.547367,5.924688,0.142229,6.810322,244,2,213,31,75,254,0.003906,0.001362,75,0.005048,0.000025,0.598561,27.633577,0.000695,0.983619,0.350134,0.939462,-0.075886,-2.555767,0.00151,0.845141,0.003839,0.061961,106.582757,702.824193,26.510832,82.355105,919.996825,30.331449,103.073352,1092.672265,33.055594,0.261149,0.01479,0.121613,0.428422,0.013025,0.114127,AD,NAD,AD
6.1 EGS MID UG 22-05-12.tif.png,2.306563,0.906784,2.576618,5.661944,0.162785,6.844043,244,2,213,31,75,254,0.003906,0.001386,75,0.004839,0.000023,0.597508,27.244918,0.000671,0.98374,0.352919,0.946731,-0.073574,-0.622151,0.001617,0.845378,0.003941,0.062773,109.314265,670.802946,25.899864,85.088139,931.483818,30.52022,105.751851,1071.225387,32.72958,0.256767,0.015529,0.124615,0.439307,0.012395,0.111333,AD,NAD,AD
6.1JAO MID M 27-09-11.tif.png,2.129731,0.534755,3.47773,4.354846,0.285732,7.462622,242,1,242,242,173,173,0.003906,0.003096,173,0.003232,0.00001,0.853383,30.562845,0.000772,0.992398,0.467404,0.964543,-0.043511,-14.520573,0.000825,0.204711,0.130591,0.361374,180.433045,1500.544971,38.736868,129.746483,2602.090689,51.010692,121.931183,2630.610471,51.289477,0.34392,0.039079,0.197685,0.707591,0.023081,0.151923,AD,NAD,NAD
6ISP 14-05-12.tif.png,2.190783,0.738796,2.556698,3.704826,0.094085,6.882231,165,2,164,1,122,185,0.003906,0.001127,122,0.004577,0.000021,0.351144,13.401993,0.000764,0.992973,0.383485,0.953815,-0.047767,-0.091129,0.001975,0.575449,0.194462,0.440979,119.087122,1206.521304,34.735016,98.865323,824.149828,28.70801,105.494623,1222.780308,34.968276,0.175524,0.004416,0.066451,0.467122,0.018589,0.136342,NAD,NAD,NAD
6JAO MID M 27-09-11.tif.png,2.049302,0.494305,3.361148,4.291256,0.28129,7.411967,242,1,242,242,173,173,0.003906,0.003196,173,0.003352,0.000011,0.853341,31.698054,0.0008,0.991374,0.464988,0.961313,-0.043885,-14.171404,0.00084,0.213451,0.135904,0.368652,183.741929,1194.512841,34.561725,131.758741,2493.755833,49.937519,123.997166,2539.602599,50.39447,0.343048,0.04013,0.200324,0.720567,0.018374,0.135551,AD,NAD,NAD
6JAO MIE MI 27-09-11.tif.png,13.45406,2.149821,2.423206,2.868819,0.09966,7.48572,230,2,229,1,255,26,0.003906,0.003129,255,0.003418,0.000012,0.644048,16.321072,0.001465,0.996929,0.50455,0.915394,-0.03738,-8.325492,0.000878,0.133993,0.07496,0.273788,181.975632,2373.527401,48.718861,145.447015,2810.105508,53.010428,134.288556,3326.815422,57.678553,0.294015,0.021666,0.147193,0.713643,0.036508,0.19107,NAD,NAD,NAD
7 EGS MID UG 29-05-12.tif.png,2.478468,0.797491,2.401038,4.840114,0.16527,6.954653,231,6,184,2,87,18,0.003906,0.002006,87,0.004424,0.00002,0.509327,20.66087,0.000616,0.991082,0.35716,0.926181,-0.062745,0.008788,0.001595,0.82082,0.005276,0.072636,115.948448,1125.989407,33.555766,96.552379,1181.153141,34.367909,116.090063,1389.461285,37.275478,0.208538,0.006641,0.081492,0.470866,0.019648,0.140172,AD,NAD,NAD
