FILE_NAME,meanH,stdH,meanS,stdS,meanV,stdV,stdHistH,kurtHistH,skewHistH,stdHistS,kurtHistS,skewHistS,stdHistV,kurtHistV,skewHistV,meanR,stdR,meanG,stdG,meanB,stdB,stdHistR,kurtHistR,skewHistR,stdHistG,kurtHistG,skewHistG,stdHistB,kurtHistB,skewHistB,meanInten,stdInten,entropyInten,stdHistInten,kurtHistInten,skewHistInten,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,lbp_10,entCoMatrix,ineCoMatrix,eneCoMatrix,corCoMatrix,homCoMatrix,eneFFT,entFFT,ineFFT,homFFT,SNM,EME,GCF,class_NIPS2012,class_GPB_UCM,class_GPB,class_XREN,class_POCV2006,class_BEL,class_MINCOVER,class_CGTG,class_BGTG,class_CG
210088.jpg,0.27458,0.1133,0.33887,0.08991,0.46197,0.18891,0.0074,13.7452,3.1145,0.00594,3.1566,1.3292,0.00427,3.5853,1.3541,97.2693,37.9767,113.6119,43.9208,86.9144,51.9007,0.00531,4.9851,1.7185,0.00465,4.1814,1.5333,0.00484,3.7851,1.5239,105.677,41.2512,7.0628,0.0048,4.1196,1.5258,0.09225,0.15602,0.09236,0.28511,0.68558,0.43348,0.21883,0.18872,0.25219,0.26889,0.67983,116.5706,0.00112,0.9657,0.41147,0.932,-0.07354,5.0051,0.00452,0.93466,8.9566,5.3782,AD,AD,AD,AD,AD,AD,AD,AD,AD,NAD
21077.jpg,0.36238,0.21451,0.1197,0.10088,0.50729,0.21184,0.00955,34.9096,5.0836,0.0086,19.6608,3.7568,0.00605,87.9743,7.329,120.9713,52.6294,125.1109,55.3481,122.7543,53.3204,0.00355,2.5108,0.81228,0.00578,70.3646,6.3126,0.00478,10.4747,1.9897,123.6291,53.8971,7.2154,0.00403,2.3368,0.84292,0.23202,0.28851,0.1511,0.24836,0.34117,0.30748,0.19226,0.30592,0.38776,0.53531,0.79214,270.4202,0.00056,0.95346,0.31047,0.91453,-0.10699,-5.5702,0.0044,0.87947,12.4182,5.3077,AD,AD,AD,AD,AD,AD,AD,AD,AD,NAD
216081.jpg,0.20417,0.19267,0.56622,0.26305,0.42283,0.26734,0.0117,31.891,5.0609,0.00422,116.5031,9.0973,0.00373,41.2616,5.2141,99.1203,67.0805,84.3013,60.8089,58.4167,58.8125,0.00385,41.8426,5.1127,0.00408,37.8458,4.751,0.00628,36.2848,4.9817,85.7992,60.2264,7.4564,0.00432,65.4221,6.3753,0.21699,0.26589,0.13431,0.2407,0.35356,0.31254,0.18557,0.29919,0.48183,0.47691,0.91577,417.0762,0.00223,0.94258,0.33989,0.84381,-0.13829,-8.5293,0.00538,0.4901,25.1173,7.7819,AD,AD,AD,AD,AD,AD,NAD,NAD,NAD,NAD
219090.jpg,0.33938,0.11442,0.20111,0.12765,0.44052,0.20328,0.00807,16.0499,3.2175,0.0075,11.037,2.6431,0.00377,2.723,1.015,100.5275,52.4576,111.3621,51.8693,98.1018,46.6275,0.0036,2.3587,0.85976,0.00378,2.7369,1.0255,0.00448,4.6694,1.4815,106.6124,51.1742,7.3582,0.00378,2.6626,0.99458,0.20392,0.31933,0.14007,0.23958,0.33618,0.32471,0.21027,0.33321,0.38887,0.50448,0.82457,256.9857,0.0008,0.95094,0.39258,0.87999,-0.12012,-6.3193,0.00487,0.9395,14.089,5.5109,AD,AD,AD,AD,AD,AD,NAD,NAD,NAD,NAD
220075.jpg,0.18818,0.16496,0.4232,0.21407,0.40756,0.24556,0.00982,17.5422,3.7726,0.00273,2.3359,0.33884,0.00303,22.8637,2.7154,99.6275,63.7376,87.0859,53.945,66.2012,47.3136,0.00318,16.6322,2.3738,0.00307,1.3322,0.18332,0.00405,2.8883,0.92179,88.4589,54.8754,7.5407,0.00295,1.5179,0.23554,0.08344,0.14239,0.10899,0.337,0.69244,0.44841,0.19997,0.17985,0.19841,0.23465,0.85674,318.9272,0.00046,0.94703,0.36013,0.85097,-0.10702,-7.8588,0.00535,0.51387,17.25,7.2412,AD,NAD,NAD,NAD,NAD,NAD,NAD,NAD,NAD,NAD
223061.jpg,0.59631,0.02107,0.30998,0.21863,0.5847,0.22811,0.01815,38.6089,5.7769,0.00378,8.925,1.9428,0.0032,4.8576,1.3761,114.109,64.8433,128.9934,62.0081,149.0947,58.1747,0.00212,3.0869,-0.17076,0.00223,2.8793,0.15495,0.0032,4.8615,1.3793,126.8413,62.2088,7.7025,0.00222,3.0368,0.12818,0.24021,0.25558,0.13383,0.26331,0.4655,0.32543,0.18626,0.28832,0.36274,0.46662,0.9102,430.4194,0.00044,0.94443,0.30269,0.83188,-0.13803,-5.984,0.00432,0.84172,22.8731,6.0597,AD,AD,AD,AD,AD,AD,AD,AD,AD,NAD
227092.jpg,0.40342,0.1896,0.17289,0.07087,0.47525,0.13085,0.01276,75.0922,7.245,0.00842,11.3568,2.8213,0.00503,2.7816,1.0762,105.4612,31.9584,114.5419,30.4289,115.4673,33.1445,0.00509,4.1179,1.3904,0.00536,3.6399,1.3446,0.00469,2.123,0.7797,111.9326,30.5324,6.7188,0.00538,3.7435,1.3747,0.16984,0.26921,0.11014,0.24904,0.32563,0.34608,0.24305,0.30618,0.45537,0.4884,0.53801,59.6363,0.00155,0.96803,0.48329,0.97186,-0.06857,2.9122,0.0036,0.37075,5.6156,2.8844,AD,AD,AD,AD,AD,AD,AD,AD,AD,NAD
229036.jpg,0.14873,0.19507,0.37943,0.19544,0.53839,0.22708,0.01562,38.317,5.7379,0.00352,2.8488,1.0448,0.00347,46.7793,4.6341,137.2429,57.9,115.752,60.8508,93.7815,60.5711,0.00327,32.2399,3.5709,0.00284,4.7416,1.4544,0.003,2.7698,1.1372,119.679,58.8999,7.6247,0.00291,2.9892,1.0631,0.23712,0.28588,0.2057,0.30269,0.38323,0.28064,0.21222,0.29928,0.33437,0.50605,0.97016,694.0005,0.00019,0.89989,0.18783,0.88627,-0.14504,-9.0125,0.00503,0.37204,22.9619,7.0198,AD,AD,AD,NAD,AD,AD,AD,NAD,NAD,NAD
236037.jpg,0.11836,0.16153,0.2734,0.0818,0.49039,0.1627,0.00899,16.8453,3.5016,0.00629,3.8429,1.515,0.00343,1.7111,0.41378,123.2813,42.2805,106.8467,35.223,91.683,35.2408,0.00333,1.624,0.34982,0.00429,2.0837,0.78061,0.00427,1.837,0.67513,110.0321,36.6183,7.166,0.00405,1.9128,0.66534,0.21387,0.24965,0.20314,0.33735,0.49377,0.34698,0.23236,0.26044,0.2633,0.42605,0.84335,321.9121,0.0002,0.88,0.19528,0.95043,-0.14004,-7.5367,0.00505,0.75971,16.1636,5.1324,AD,AD,AD,NAD,NAD,AD,NAD,NAD,NAD,NAD
24077.jpg,0.39991,0.35616,0.16816,0.1697,0.51797,0.31539,0.00729,9.8259,2.5515,0.00566,4.167,1.5514,0.0087,228.9815,14.7162,129.7844,81.3416,122.1366,79.5202,117.61,76.5257,0.00699,200.8178,13.3938,0.00376,72.724,6.8928,0.00378,89.4962,7.5187,123.9042,79.1903,7.6444,0.00363,63.8857,6.3702,0.09406,0.17446,0.10148,0.33647,0.63559,0.42728,0.18705,0.21641,0.27153,0.30841,0.92894,432.523,0.00118,0.96545,0.36917,0.88743,-0.09082,-6.8216,0.00474,0.47856,15.759,8.2428,AD,AD,AD,AD,AD,AD,AD,AD,AD,NAD
241004.jpg,0.42938,0.14571,0.40669,0.23629,0.57466,0.28253,0.01302,23.4669,4.4763,0.00652,97.0477,8.046,0.01102,210.5131,13.8287,101.5963,80.2037,143.6376,70.5106,137.7672,78.153,0.00651,136.3132,10.0516,0.01028,197.1614,13.1767,0.01013,195.7544,13.111,130.4007,73.5466,6.9581,0.00721,129.8234,9.8397,0.17521,0.23415,0.15165,0.24036,0.28693,0.29976,0.2101,0.26651,0.59745,0.43521,0.64016,74.1424,0.01033,0.99315,0.43383,0.8095,-0.07401,-2.8532,0.00384,0.52289,7.1616,5.5149,AD,AD,NAD,NAD,AD,AD,NAD,NAD,NAD,NAD
241048.jpg,0.37487,0.19413,0.245,0.13092,0.6805,0.23474,0.00813,30.7089,4.5832,0.00616,62.8802,5.7837,0.00875,228.1883,14.6607,144.2144,63.4546,165.6323,56.6965,161.1573,63.2744,0.0056,200.6255,13.2811,0.00647,195.2603,13.0264,0.00775,223.1442,14.4109,158.7168,58.057,7.4275,0.00511,172.1578,11.8206,0.23184,0.29289,0.16902,0.24563,0.35138,0.2655,0.18848,0.30405,0.45906,0.48877,0.84956,266.0454,0.00577,0.96051,0.27768,0.93437,-0.11121,-4.8537,0.00428,0.25556,10.9835,5.8553,AD,AD,AD,AD,AD,AD,NAD,AD,NAD,NAD
253027.jpg,0.18172,0.03185,0.37676,0.10904,0.46934,0.16076,0.01294,25.6515,4.5616,0.00704,9.138,2.5756,0.00456,3.5425,1.1637,114.6388,43.0131,118.5594,40.7725,77.0208,40.9807,0.00425,3.1358,1.0076,0.0045,2.9824,1.0632,0.00596,4.4744,1.7002,112.6524,41.1157,7.0642,0.00448,2.8439,1.0243,0.17642,0.23605,0.14565,0.29279,0.56539,0.38591,0.20067,0.24749,0.27131,0.4031,0.89766,830.7748,0.00039,0.75455,0.27846,0.94736,-0.15136,-8.9727,0.00477,0.71738,14.3403,4.5107,AD,AD,AD,AD,AD,AD,AD,AD,AD,NAD
253055.jpg,0.37291,0.20857,0.25786,0.18721,0.74052,0.22404,0.01086,21.2324,3.957,0.00543,33.5655,3.9387,0.0113,215.0833,14.0533,170.2917,56.4252,180.1442,56.3997,166.8534,81.8188,0.00514,87.043,7.2514,0.00991,201.8774,13.4379,0.00989,175.2811,12.14,175.6868,58.4701,7.0984,0.00575,70.8079,6.7743,0.15128,0.22405,0.12649,0.2717,0.3794,0.41942,0.2227,0.26926,0.47889,0.4072,0.56803,69.129,0.00606,0.98989,0.46015,0.90802,-0.0606,-1.9422,0.00315,0.06257,5.1741,3.2678,NAD,NAD,NAD,NAD,AD,AD,NAD,NAD,NAD,NAD
260058.jpg,0.2231,0.13613,0.36862,0.14054,0.698,0.14131,0.01817,88.9215,8.8603,0.0071,8.6803,2.4585,0.00405,1.8257,0.57545,169.1247,44.9473,164.9611,31.0401,115.1851,25.8768,0.00337,2.1573,0.49369,0.0046,2.4324,0.90361,0.00529,3.2512,1.2101,160.5353,31.9422,6.9812,0.00451,2.295,0.8431,0.20385,0.26989,0.15321,0.27579,0.39168,0.37544,0.2452,0.29539,0.34797,0.47249,0.53219,52.7472,0.00063,0.9741,0.38017,0.98401,-0.06452,-2.3703,0.0035,0.18308,4.7874,2.9313,AD,AD,AD,NAD,AD,NAD,NAD,NAD,NAD,NAD
271035.jpg,0.09904,0.02626,0.40623,0.11428,0.62394,0.22821,0.02013,72.8486,7.8373,0.0059,8.0995,2.209,0.00316,50.6293,4.6824,158.8965,58.345,130.8404,50.1762,96.2564,46.0557,0.00313,48.8946,4.5615,0.00303,2.5433,0.5462,0.00373,1.988,0.6722,135.2916,51.5679,7.5271,0.00291,2.7665,0.55247,0.18161,0.25241,0.17148,0.31477,0.51962,0.34915,0.22151,0.26203,0.29434,0.42255,0.8365,260.1009,0.00028,0.95111,0.26995,0.92982,-0.09547,5.1861,0.00443,0.66408,11.4158,5.9134,AD,AD,AD,NAD,AD,AD,NAD,NAD,NAD,NAD
285079.jpg,0.30566,0.1944,0.20525,0.18569,0.36883,0.22538,0.00875,15.3286,3.3103,0.00544,5.6714,1.95,0.00533,8.4264,2.1658,87.2812,53.8364,87.755,52.9353,74.8606,44.6731,0.00527,5.4775,1.8609,0.00557,5.8441,1.8945,0.00547,4.0601,1.5724,86.1535,50.6331,6.9626,0.00533,5.5687,1.8594,0.22042,0.26771,0.19026,0.30163,0.45029,0.28413,0.20058,0.28434,0.33878,0.48293,0.88006,407.078,0.00051,0.92069,0.24171,0.86348,-0.13648,9.9555,0.00535,0.37171,19.7419,6.8465,AD,AD,AD,AD,AD,AD,AD,AD,AD,NAD
291000.jpg,0.1947,0.08064,0.46871,0.15098,0.6489,0.21082,0.00816,7.4902,2.3398,0.00377,1.6872,0.50826,0.00369,97.8653,7.5829,144.0724,52.7235,157.681,53.0475,88.1713,41.8735,0.00344,47.3101,4.4675,0.00243,5.7919,0.15808,0.00415,2.3058,0.89541,145.6875,48.3107,7.5688,0.00265,1.6733,-0.06061,0.28403,0.30609,0.20783,0.25825,0.2858,0.25427,0.22931,0.31268,0.33602,0.55331,0.97833,"1,033.55",0.00007,0.77855,0.12366,0.95073,-0.16525,-8.4106,0.00502,0.14513,17.2542,5.7026,AD,AD,AD,NAD,NAD,AD,NAD,NAD,NAD,NAD
295087.jpg,0.3136,0.25087,0.58323,0.17334,0.4848,0.21365,0.01284,40.5242,5.7064,0.00426,7.4221,2.0438,0.00237,2.3781,0.02641,88.2584,60.357,84.2491,35.6272,84.282,52.4153,0.00293,3.1075,1.0961,0.00417,1.7841,0.52602,0.00329,4.3106,1.0935,85.449,37.2861,7.1306,0.00394,1.527,0.41543,0.20114,0.24079,0.12638,0.26278,0.23792,0.349,0.21273,0.32499,0.52799,0.45661,0.78255,245.6162,0.0008,0.91167,0.40879,0.91395,-0.14514,-7.1902,0.00494,0.51404,14.3708,4.819,AD,AD,AD,AD,AD,NAD,NAD,NAD,NAD,NAD
296007.jpg,0.38463,0.21274,0.2883,0.11368,0.58132,0.13633,0.01326,41.6229,5.6061,0.00522,3.311,1.2291,0.00673,12.7439,3.0405,126.8041,27.4868,133.6092,29.4252,126.8118,48.1788,0.00703,10.7867,2.8743,0.00798,20.907,3.9581,0.00647,11.026,2.7226,130.7944,28.4982,6.2993,0.00791,18.8777,3.7808,0.22184,0.29259,0.18402,0.2629,0.29398,0.29779,0.26965,0.30481,0.37036,0.5332,0.53645,70.0723,0.00214,0.95686,0.34732,0.96948,-0.08031,-2.8367,0.00352,0.49738,6.1856,2.8227,AD,AD,AD,AD,AD,NAD,NAD,NAD,NAD,NAD
296059.jpg,0.22983,0.21239,0.26509,0.09066,0.43588,0.19709,0.01069,21.2329,3.9989,0.00746,18.5592,3.5616,0.00316,2.9367,0.62269,101.3521,40.7281,98.2512,42.7862,90.16,50.584,0.00355,1.7699,0.4729,0.00378,2.5053,0.60512,0.00415,3.3286,1.1648,98.2682,41.9114,7.2441,0.00359,2.0867,0.40146,0.2313,0.26708,0.14557,0.24561,0.2914,0.31124,0.21624,0.30941,0.4628,0.50517,0.69456,149.4607,0.00056,0.95747,0.36435,0.92361,-0.1042,-5.0969,0.00441,0.68693,10.3907,4.9202,AD,AD,AD,AD,AD,AD,AD,AD,AD,NAD
299086.jpg,0.24157,0.15202,0.38729,0.15069,0.47016,0.10902,0.0117,29.9031,4.9107,0.00517,4.6517,1.4744,0.00526,3.5576,1.2943,108.9809,35.8838,106.6104,20.4179,77.6676,20.5892,0.00422,2.7768,0.80267,0.00687,5.2075,1.8904,0.00641,3.7352,1.4993,104.0084,21.9593,6.4742,0.00613,3.6737,1.4762,0.20182,0.24876,0.13843,0.26152,0.32428,0.37099,0.22846,0.30041,0.44633,0.47476,0.59166,90.1627,0.00169,0.90648,0.42553,0.97862,-0.10034,-4.0401,0.00389,0.50718,7.7606,2.7024,AD,AD,AD,AD,AD,AD,AD,AD,AD,NAD
300091.jpg,0.48685,0.08397,0.4586,0.17847,0.42694,0.18563,0.01299,37.4222,5.3538,0.00381,5.9732,1.6922,0.00455,5.6117,1.8385,63.2805,45.1012,100.1446,41.8434,102.7571,49.629,0.00558,6.6007,2.1164,0.00538,5.6954,1.9421,0.004,5.1427,1.6262,89.3845,42.4949,7.0146,0.0053,5.4358,1.893,0.21111,0.27333,0.17084,0.27756,0.31611,0.30802,0.23535,0.31051,0.41141,0.50855,0.78738,179.7178,0.00084,0.95014,0.36884,0.8988,-0.11975,-6.6315,0.00438,0.53783,10.6439,4.4412,NAD,AD,AD,AD,AD,NAD,AD,AD,AD,NAD
302008.jpg,0.5007,0.42531,0.2989,0.18389,0.2663,0.28851,0.019,159.196,11.6474,0.01313,156.6272,11.5865,0.01517,138.5226,11.1999,67.5484,73.259,51.7516,60.8958,50.4267,61.5311,0.01521,140.0044,11.2585,0.01551,113.6073,9.9825,0.01676,158.4339,11.8826,56.3939,63.9568,5.9212,0.01625,120.5247,10.5069,0.08438,0.13765,0.07979,0.2405,0.43604,0.30083,0.13918,0.18137,0.71592,0.25356,0.81188,203.5451,0.04315,0.97514,0.5438,0.75101,-0.06035,7.3207,0.00445,0.10392,16.9738,8.9502,AD,AD,AD,AD,NAD,NAD,NAD,NAD,NAD,NAD
304034.jpg,0.20597,0.07917,0.38657,0.14464,0.40752,0.21292,0.00834,10.0343,2.6024,0.0048,3.0789,1.1895,0.00285,2.2422,0.74895,97.1813,55.442,100.446,50.2652,65.2049,35.242,0.00277,2.6384,0.77591,0.00305,2.2858,0.73431,0.00434,2.3534,0.86462,95.453,49.6229,7.5384,0.00315,3.0669,0.86884,0.15638,0.19072,0.18825,0.39354,0.58996,0.39592,0.22574,0.20534,0.2211,0.31944,0.93519,418.7698,0.00027,0.91482,0.19809,0.88906,-0.14414,-9.4298,0.00547,0.37711,26.7209,7.5495,NAD,AD,NAD,NAD,AD,NAD,NAD,NAD,NAD,NAD
304074.jpg,0.15796,0.1378,0.21613,0.09653,0.46602,0.22838,0.01333,36.3564,5.4004,0.00573,3.1446,1.2386,0.00248,2.6005,0.32778,117.8898,59.3763,105.6305,49.0062,91.3523,41.6558,0.00229,2.2627,0.12327,0.00303,1.773,0.28958,0.0037,1.9091,0.53598,107.6729,51.0891,7.5527,0.00286,1.8693,0.24641,0.26652,0.28638,0.22148,0.27666,0.33745,0.2778,0.22706,0.29722,0.32499,0.53367,0.90686,381.0017,0.00015,0.92707,0.17523,0.9026,-0.12807,7.3804,0.00469,0.78089,18.5039,6.5127,AD,AD,AD,NAD,AD,NAD,NAD,NAD,NAD,NAD
306005.jpg,0.4377,0.18595,0.39938,0.24675,0.32538,0.26278,0.00699,31.4847,4.4635,0.00503,36.2983,4.5231,0.00412,42.2805,4.8926,62.0499,58.9396,79.4311,68.6656,72.4846,61.8262,0.00896,81.629,8.3689,0.00764,81.5922,8.5077,0.00428,42.9361,4.7583,73.4319,64.3241,7.1333,0.00716,64.3274,7.5086,0.15306,0.20936,0.17481,0.33421,0.42084,0.38096,0.24023,0.24776,0.4553,0.37664,0.85353,229.601,0.00606,0.97227,0.35827,0.7565,-0.10755,-7.5648,0.00508,0.31542,20.7284,8.5088,AD,AD,AD,AD,AD,AD,AD,AD,AD,NAD
3096.jpg,0.61607,0.08826,0.1446,0.11624,0.50888,0.09843,0.01903,59.9025,7.1916,0.00946,25.4305,4.2472,0.00933,10.1492,2.8205,113.8094,27.7757,118.3745,24.5846,129.1503,27.4332,0.00671,6.1602,2.005,0.00794,8.2528,2.4506,0.00933,10.1369,2.8176,118.2727,25.6911,6.1425,0.00768,7.7159,2.352,0.06968,0.17318,0.05327,0.28312,0.31318,0.50453,0.27725,0.27384,0.51627,0.33338,0.37026,23.4295,0.00512,0.98226,0.64543,0.97562,-0.04925,-2.2749,0.00348,0.19682,5.9107,2.5132,AD,AD,AD,AD,NAD,AD,AD,AD,AD,NAD
33039.jpg,0.1712,0.03171,0.31723,0.15648,0.47704,0.23997,0.01397,21.2316,4.2174,0.0052,4.1389,1.5229,0.00255,32.8968,3.3077,119.753,62.6732,119.0619,59.23,89.6213,54.2839,0.00241,37.8159,3.6994,0.00218,2.3522,0.16591,0.00238,1.666,-0.19858,115.9221,59.6095,7.76,0.00207,1.9445,-0.04462,0.24001,0.28142,0.20949,0.31253,0.43354,0.31069,0.21937,0.28489,0.27896,0.47963,0.9868,743.4526,0.00009,0.89535,0.14281,0.90068,-0.14915,11.037,0.0053,0.02824,31.2554,8.249,AD,AD,AD,AD,AD,NAD,NAD,NAD,NAD,NAD
351093.jpg,0.42781,0.15846,0.31041,0.26678,0.55406,0.34889,0.0132,143.1022,10.9575,0.00585,130.1682,9.9757,0.01882,247.6773,15.6073,117.3696,93.082,139.0787,90.8851,134.1659,91.5666,0.00621,158.6802,11.4559,0.0173,240.4145,15.2839,0.01618,230.9761,14.8603,132.0445,91.337,7.1534,0.00681,129.5394,9.9724,0.17326,0.20495,0.12867,0.214,0.19182,0.2737,0.14757,0.26926,0.70922,0.39578,0.95951,680.7329,0.00957,0.9592,0.37791,0.77987,-0.13942,-7.6556,0.00482,0.58265,23.6205,9.0695,AD,AD,AD,AD,AD,AD,AD,AD,AD,NAD
361010.jpg,0.23472,0.12902,0.40227,0.15175,0.34486,0.17065,0.01292,99.9565,8.9962,0.00516,5.6672,1.8068,0.00416,2.3359,0.78055,79.899,44.129,84.7093,42.454,54.1835,32.535,0.0041,2.2715,0.72438,0.00416,2.2263,0.73024,0.00606,3.3365,1.4073,79.7688,41.0201,7.0795,0.00429,2.2652,0.76853,0.16017,0.22156,0.17216,0.34451,0.53548,0.40498,0.23306,0.23451,0.26376,0.38382,0.74432,230.9306,0.00048,0.9313,0.30454,0.8821,-0.11546,-8.0944,0.00471,0.43133,20.8198,5.7314,AD,AD,AD,AD,AD,AD,AD,AD,AD,NAD
37073.jpg,0.23044,0.10998,0.37901,0.11984,0.38339,0.11696,0.0213,96.0211,9.4071,0.00842,13.7766,3.3371,0.00862,13.2003,3.2862,90.469,31.7125,95.4962,30.8886,62.9376,22.5341,0.0084,12.533,3.1805,0.00856,13.1374,3.2702,0.00891,14.1966,3.3885,90.2615,29.1925,6.1108,0.00869,13.4237,3.306,0.27444,0.30197,0.14628,0.18515,0.30315,0.21107,0.19227,0.30737,0.42357,0.5749,0.64232,138.1842,0.00156,0.91904,0.32191,0.96039,-0.117,-5.9649,0.00468,0.54868,14.858,3.7389,AD,AD,AD,AD,AD,AD,AD,AD,AD,NAD
376043.jpg,0.24447,0.10915,0.30652,0.18406,0.53947,0.17747,0.00753,12.7425,2.8706,0.00372,3.4195,0.89959,0.00388,4.6354,1.341,124.8698,47.1411,133.9218,42.9638,99.1942,46.794,0.00404,3.9441,1.3547,0.00377,2.8284,1.0434,0.00341,2.347,0.75146,127.2529,43.4433,7.3522,0.00388,3.1722,1.1799,0.21781,0.26122,0.20961,0.32143,0.48406,0.32534,0.23557,0.27474,0.27079,0.43886,0.88191,334.3724,0.00024,0.91133,0.18361,0.95436,-0.12161,6.4471,0.00469,0.72454,16.9955,5.34,AD,AD,AD,NAD,AD,AD,NAD,NAD,NAD,NAD
38082.jpg,0.46618,0.08949,0.33453,0.13404,0.39294,0.14287,0.00782,8.4038,2.3998,0.00496,3.5285,1.2519,0.00382,1.7413,0.51448,69.7096,33.1503,95.0178,36.5269,92.557,34.3497,0.00422,1.8781,0.62645,0.00379,1.7541,0.47088,0.00414,1.9876,0.70983,87.1588,34.8046,7.1243,0.004,1.8371,0.55872,0.24652,0.30362,0.21571,0.29289,0.37371,0.30648,0.2491,0.30391,0.29148,0.4917,0.77246,298.1137,0.00016,0.8767,0.16711,0.94262,-0.13024,-7.3007,0.00504,0.58393,19.5155,5.7344,AD,AD,AD,NAD,AD,NAD,NAD,NAD,NAD,AD
38092.jpg,0.20781,0.10906,0.31304,0.1444,0.61115,0.25885,0.00926,14.1371,3.3287,0.00516,7.8259,1.8498,0.00234,4.9957,1.0406,149.0889,63.9525,150.126,66.2598,113.7392,61.6389,0.00196,2.7943,0.16645,0.00222,4.5805,0.79675,0.00592,30.795,4.6347,145.6709,64.2535,7.7565,0.00207,3.4269,0.29085,0.20746,0.26516,0.17359,0.29182,0.37881,0.35943,0.24402,0.29174,0.37573,0.46135,0.91243,416.4094,0.00052,0.94952,0.29351,0.92989,-0.10386,-5.1776,0.00435,0.50547,15.1824,6.5761,AD,AD,AD,AD,AD,AD,AD,AD,AD,NAD
385039.jpg,0.32295,0.29185,0.25989,0.18796,0.43993,0.24781,0.00786,21.7134,3.7513,0.00439,4.3142,1.3244,0.00391,13.635,3.0869,105.9836,63.0329,100.4635,65.4892,93.5816,65.4377,0.00393,11.571,2.7356,0.00342,6.8909,1.9094,0.00363,7.8032,2.1324,101.3416,63.8549,7.5049,0.00362,6.7694,1.943,0.24167,0.29096,0.15415,0.2479,0.36221,0.29399,0.19522,0.30816,0.39167,0.51732,0.92164,419.2004,0.00057,0.94858,0.29497,0.88027,-0.12942,-8.9278,0.00521,0.60777,18.3494,6.9688,AD,AD,NAD,AD,AD,NAD,NAD,NAD,NAD,NAD
41033.jpg,0.11265,0.03239,0.43061,0.13075,0.43712,0.2548,0.02146,72.7978,7.8189,0.00529,5.254,1.6114,0.00301,2.2698,0.60627,111.4214,64.9874,95.964,57.7614,68.9283,49.3113,0.00302,2.2665,0.60613,0.0036,3.1873,0.9849,0.00434,3.7512,1.239,97.5168,58.9146,7.3911,0.00348,2.7898,0.84826,0.18419,0.23849,0.18754,0.33776,0.49371,0.38129,0.25932,0.25292,0.26377,0.41234,0.69359,93.685,0.00036,0.9865,0.29433,0.85972,-0.08929,-4.8053,0.00451,0.75259,13.1537,6.2059,AD,AD,AD,AD,AD,AD,AD,AD,AD,NAD
41069.jpg,0.08513,0.01215,0.34074,0.12731,0.61571,0.19652,0.01922,37.0254,5.7282,0.00582,7.5044,2.1155,0.00295,2.5382,0.74072,157.0049,50.1127,132.3724,48.5797,107.5691,45.9674,0.00295,2.5382,0.74072,0.00274,2.2032,0.39752,0.00286,1.8235,0.10127,136.8976,48.4856,7.5766,0.00282,2.3144,0.52132,0.26913,0.29516,0.23063,0.28181,0.31889,0.3044,0.26679,0.29316,0.29359,0.51979,0.92944,502.8825,0.00011,0.89307,0.15861,0.9533,-0.13954,-6.7513,0.00468,0.53872,17.1642,5.2813,AD,AD,AD,AD,AD,AD,AD,AD,AD,NAD
42012.jpg,0.18215,0.03843,0.2857,0.15549,0.3757,0.22604,0.01318,21.7184,4.1469,0.00513,6.4105,1.8258,0.00297,2.9076,0.91677,93.7281,58.4868,94.4014,57.1283,74.7448,53.4497,0.00294,3.0771,0.9849,0.00306,3.0248,0.95006,0.00337,2.3672,0.69483,91.9636,57.0568,7.5466,0.00307,2.9917,0.92965,0.12632,0.1837,0.13538,0.32611,0.62494,0.45147,0.21448,0.20733,0.22409,0.30338,0.79497,185.1392,0.0003,0.97158,0.2951,0.82588,-0.09302,5.7494,0.00423,0.68863,18.3082,6.8957,AD,NAD,NAD,NAD,NAD,NAD,NAD,NAD,NAD,NAD
42049.jpg,0.38878,0.11828,0.19657,0.10619,0.69561,0.2137,0.01504,56.8549,7.0164,0.01591,68.0466,7.6504,0.00862,17.337,3.8222,150.889,45.1596,175.2333,56.8361,163.0912,56.812,0.00793,16.1261,3.6086,0.0086,17.4631,3.8446,0.01229,34.5337,5.5308,166.6107,53.062,6.3884,0.00865,18.2318,3.9078,0.11697,0.22544,0.07286,0.25546,0.26785,0.36511,0.2426,0.29258,0.57441,0.43066,0.70769,204.4562,0.00599,0.9637,0.5487,0.96195,-0.07109,-3.9883,0.00419,0.18018,8.7558,4.7107,AD,AD,AD,AD,AD,AD,AD,AD,AD,NAD
43074.jpg,0.13153,0.03382,0.6125,0.09267,0.32562,0.15185,0.01294,17.3031,3.7933,0.00661,4.6874,1.7481,0.00394,2.7258,0.75022,82.7756,38.9987,68.5663,26.6558,33.2703,19.7341,0.00387,2.4922,0.66489,0.00517,2.8575,1.0697,0.00718,6.081,1.9691,68.8068,29.2347,6.8202,0.00488,2.7919,0.97688,0.09965,0.16995,0.11704,0.34096,0.57354,0.50403,0.25751,0.21443,0.24244,0.2778,0.6635,159.2293,0.00095,0.90687,0.38061,0.88432,-0.13371,-6.303,0.00445,0.15701,12.5719,3.9453,AD,AD,AD,AD,AD,AD,AD,AD,AD,NAD
